,year,led_c,x,value,sm_value,noise,nr_value
2609,1972,169,3_C.St,0.0,0.0,,0.0
2610,1972,170,3_C.St,0.0,0.0,,0.0
2611,1972,171,3_C.St,0.0,0.0,,0.0
2612,1972,172,3_C.St,0.0,0.0,,0.0
2613,1972,173,3_C.St,0.0,0.0,,0.0
2614,1972,174,3_C.St,0.0,0.0,,0.0
2615,1972,175,3_C.St,0.0,0.0,,0.0
2616,1972,176,3_C.St,0.0,0.0,,0.0
2617,1972,177,3_C.St,0.0,0.0,,0.0
2618,1972,178,3_C.St,0.0,0.0,,0.0
2619,1972,179,3_C.St,0.0,0.0,,0.0
2620,1972,180,3_C.St,0.0,0.0,,0.0
2621,1972,181,4_Rings,0.0,0.0,,0.0
2622,1972,182,4_Rings,0.0,0.0,,0.0
2623,1972,183,4_Rings,0.0,0.0,,0.0
2624,1972,184,4_Rings,0.0,0.0,,0.0
2625,1972,185,4_Rings,0.0,0.0,,0.0
2626,1972,186,4_Rings,0.0,0.0,,0.0
2627,1972,187,4_Rings,0.0,0.0,,0.0
2628,1972,188,4_Rings,0.0,0.0,,0.0
2629,1972,189,4_Rings,0.0,0.0,,0.0
2630,1972,190,4_Rings,0.0,0.0,,0.0
2631,1972,191,4_Rings,0.0,0.0,,0.0
2632,1972,192,4_Rings,0.0,0.0,,0.0
2633,1972,193,4_Rings,0.0,0.0,,0.0
2634,1972,194,4_Rings,0.0,0.0,,0.0
2635,1972,195,4_Rings,0.0,0.0,,0.0
2636,1972,196,4_Rings,0.0,0.0,,0.0
2637,1972,197,4_Rings,0.0,0.0,,0.0
2638,1972,198,4_Rings,0.0,0.0,,0.0
2639,1972,199,4_Rings,0.0,0.0,,0.0
2640,1972,200,4_Rings,0.0,0.0,,0.0
2641,1972,201,4_Rings,0.0,0.0,,0.0
2642,1972,202,4_Rings,0.0,0.0,,0.0
2643,1972,203,4_Rings,0.0,0.0,,0.0
2644,1972,204,4_Rings,0.0,0.0,,0.0
2645,1972,205,4_Rings,0.0,0.0,,0.0
2646,1972,206,4_Rings,0.0,0.0,,0.0
2647,1972,207,4_Rings,0.0,0.0,,0.0
2648,1972,208,4_Rings,0.0,0.0,,0.0
2649,1972,209,4_Rings,0.0,0.0,,0.0
2650,1972,210,4_Rings,0.0,0.0,,0.0
2651,1972,211,4_Rings,0.0,0.0,,0.0
2652,1972,212,4_Rings,0.0,0.0,,0.0
2653,1972,213,4_Rings,0.0,0.0,,0.0
2654,1972,214,4_Rings,0.0,0.0,,0.0
2655,1972,215,4_Rings,0.0,0.0,,0.0
2656,1972,216,4_Rings,0.0,0.0,,0.0
2657,1972,217,4_Rings,0.0,0.0,,0.0
2658,1972,218,4_Rings,0.0,0.0,,0.0
2659,1972,219,4_Rings,0.0,0.0,,0.0
2660,1972,220,4_Rings,0.0,0.0,,0.0
2661,1972,221,4_Rings,0.0,0.0,,0.0
2662,1972,222,4_Rings,0.0,0.0,,0.0
2663,1972,223,4_Rings,0.0,0.0,,0.0
2664,1972,224,4_Rings,0.0,0.0,,0.0
2665,1972,225,4_Rings,0.0,0.0,,0.0
2666,1972,226,4_Rings,0.0,0.0,,0.0
2667,1972,227,4_Rings,0.0,0.0,,0.0
2668,1972,228,4_Rings,0.0,0.0,,0.0
2669,1972,229,4_Rings,0.0,0.0,,0.0
2670,1972,230,4_Rings,0.0,0.0,,0.0
2671,1972,231,4_Rings,0.0,0.0,,0.0
2672,1972,232,4_Rings,0.0,0.0,,0.0
2673,1972,233,4_Rings,0.0,0.0,,0.0
2674,1972,234,4_Rings,0.0,0.0,,0.0
2675,1972,235,4_Rings,0.0,0.0,,0.0
2676,1972,236,4_Rings,0.0,0.0,,0.0
2677,1972,237,4_Rings,0.0,0.0,,0.0
2678,1972,238,4_Rings,0.0,0.0,,0.0
2679,1972,239,4_Rings,0.0,0.0,,0.0
2680,1972,240,4_Rings,0.0,0.0,,0.0
2681,1972,241,4_Rings,0.0,0.0,,0.0
2682,1972,242,4_Rings,0.0,0.0,,0.0
2683,1972,243,4_Rings,0.0,0.0,,0.0
2805,1973,121,3_C.St,0.0,0.0,,0.0
2806,1973,122,3_C.St,0.0,0.0,,0.0
2807,1973,123,3_C.St,0.0,0.0,,0.0
2808,1973,124,3_C.St,0.0,0.0,,0.0
2809,1973,125,3_C.St,0.0,0.0,,0.0
2810,1973,126,3_C.St,0.0,0.0,,0.0
2811,1973,127,3_C.St,0.0,0.0,,0.0
2812,1973,128,3_C.St,0.0,0.0,,0.0
2813,1973,129,3_C.St,0.0,0.0,,0.0
2814,1973,130,3_C.St,0.0,0.0,,0.0
2815,1973,131,3_C.St,0.0,0.0,,0.0
2816,1973,132,3_C.St,0.0,0.0,,0.0
2817,1973,133,3_C.St,0.0,0.0,,0.0
2818,1973,134,3_C.St,0.0,0.0,,0.0
2819,1973,135,3_C.St,0.0,0.0,,0.0
2820,1973,136,3_C.St,0.0,0.0,,0.0
2821,1973,137,3_C.St,0.0,0.0,,0.0
2822,1973,138,3_C.St,0.0,0.0,,0.0
2823,1973,139,3_C.St,0.0,0.0,,0.0
2824,1973,140,3_C.St,0.0,0.0,,0.0
2825,1973,141,3_C.St,0.0,0.0,,0.0
2826,1973,142,3_C.St,0.0,0.0,,0.0
2827,1973,143,3_C.St,0.0,0.0,,0.0
2828,1973,144,3_C.St,0.0,0.0,,0.0
2829,1973,145,3_C.St,0.0,0.0,,0.0
2830,1973,146,3_C.St,0.0,0.0,,0.0
2831,1973,147,3_C.St,0.0,0.0,,0.0
2832,1973,148,3_C.St,0.0,0.0,,0.0
2833,1973,149,3_C.St,0.0,0.0,,0.0
2834,1973,150,3_C.St,0.0,0.0,,0.0
2835,1973,151,3_C.St,0.0,0.0,,0.0
2836,1973,152,3_C.St,0.0,0.0,,0.0
2837,1973,153,3_C.St,0.0,0.0,,0.0
2838,1973,154,3_C.St,0.0,0.0,,0.0
2839,1973,155,3_C.St,0.0,0.0,,0.0
2840,1973,156,3_C.St,0.0,0.0,,0.0
2841,1973,157,3_C.St,0.0,0.0,,0.0
2842,1973,158,3_C.St,0.0,0.0,,0.0
2843,1973,159,3_C.St,0.0,0.0,,0.0
2844,1973,160,3_C.St,0.0,0.0,,0.0
2845,1973,161,3_C.St,0.0,0.0,,0.0
2846,1973,162,3_C.St,0.0,0.0,,0.0
2847,1973,163,3_C.St,0.0,0.0,,0.0
2848,1973,164,3_C.St,0.0,0.0,,0.0
2849,1973,165,3_C.St,0.0,0.0,,0.0
2850,1973,166,3_C.St,0.0,0.0,,0.0
2851,1973,167,3_C.St,0.0,0.0,,0.0
2852,1973,168,3_C.St,0.0,0.0,,0.0
2853,1973,169,3_C.St,0.0,0.0,,0.0
2854,1973,170,3_C.St,0.0,0.0,,0.0
2855,1973,171,3_C.St,0.0,0.0,,0.0
2856,1973,172,3_C.St,0.0,0.0,,0.0
2857,1973,173,3_C.St,0.0,0.0,,0.0
2858,1973,174,3_C.St,0.0,0.0,,0.0
2859,1973,175,3_C.St,0.0,0.0,,0.0
2860,1973,176,3_C.St,0.0,0.0,,0.0
2861,1973,177,3_C.St,0.0,0.0,,0.0
2862,1973,178,3_C.St,0.0,0.0,,0.0
2863,1973,179,3_C.St,0.0,0.0,,0.0
2864,1973,180,3_C.St,0.0,0.0,,0.0
2865,1973,181,4_Rings,0.0,0.0,,0.0
2866,1973,182,4_Rings,0.0,0.0,,0.0
2867,1973,183,4_Rings,0.0,0.0,,0.0
2868,1973,184,4_Rings,0.0,0.0,,0.0
2869,1973,185,4_Rings,0.0,0.0,,0.0
2870,1973,186,4_Rings,0.0,0.0,,0.0
2871,1973,187,4_Rings,0.0,0.0,,0.0
2872,1973,188,4_Rings,0.0,0.0,,0.0
2873,1973,189,4_Rings,0.0,0.0,,0.0
2874,1973,190,4_Rings,0.0,0.0,,0.0
2875,1973,191,4_Rings,0.0,0.0,,0.0
2876,1973,192,4_Rings,0.0,0.0,,0.0
2877,1973,193,4_Rings,0.0,0.0,,0.0
2878,1973,194,4_Rings,0.0,0.0,,0.0
2879,1973,195,4_Rings,0.0,0.0,,0.0
2880,1973,196,4_Rings,0.0,0.0,,0.0
2881,1973,197,4_Rings,0.0,0.0,,0.0
2882,1973,198,4_Rings,0.0,0.0,,0.0
2883,1973,199,4_Rings,0.0,0.0,,0.0
2884,1973,200,4_Rings,0.0,0.0,,0.0
2885,1973,201,4_Rings,0.0,0.0,,0.0
2886,1973,202,4_Rings,0.0,0.0,,0.0
2887,1973,203,4_Rings,0.0,0.0,,0.0
2888,1973,204,4_Rings,0.0,0.0,,0.0
2889,1973,205,4_Rings,0.0,0.0,,0.0
2890,1973,206,4_Rings,0.0,0.0,,0.0
2891,1973,207,4_Rings,0.0,0.0,,0.0
2892,1973,208,4_Rings,0.0,0.0,,0.0
2893,1973,209,4_Rings,0.0,0.0,,0.0
2894,1973,210,4_Rings,0.0,0.0,,0.0
2895,1973,211,4_Rings,0.0,0.0,,0.0
2896,1973,212,4_Rings,0.0,0.0,,0.0
2897,1973,213,4_Rings,0.0,0.0,,0.0
2898,1973,214,4_Rings,0.0,0.0,,0.0
2899,1973,215,4_Rings,0.0,0.0,,0.0
2900,1973,216,4_Rings,0.0,0.0,,0.0
2901,1973,217,4_Rings,0.0,0.0,,0.0
2902,1973,218,4_Rings,0.0,0.0,,0.0
2903,1973,219,4_Rings,0.0,0.0,,0.0
2904,1973,220,4_Rings,0.0,0.0,,0.0
2905,1973,221,4_Rings,0.0,0.0,,0.0
2906,1973,222,4_Rings,0.0,0.0,,0.0
2907,1973,223,4_Rings,0.0,0.0,,0.0
2908,1973,224,4_Rings,0.0,0.0,,0.0
2909,1973,225,4_Rings,0.0,0.0,,0.0
2910,1973,226,4_Rings,0.0,0.0,,0.0
2911,1973,227,4_Rings,0.0,0.0,,0.0
2912,1973,228,4_Rings,0.0,0.0,,0.0
2913,1973,229,4_Rings,0.0,0.0,,0.0
2914,1973,230,4_Rings,0.0,0.0,,0.0
2915,1973,231,4_Rings,0.0,0.0,,0.0
2916,1973,232,4_Rings,0.0,0.0,,0.0
2917,1973,233,4_Rings,0.0,0.0,,0.0
2918,1973,234,4_Rings,0.0,0.0,,0.0
2919,1973,235,4_Rings,0.0,0.0,,0.0
2920,1973,236,4_Rings,0.0,0.0,,0.0
2921,1973,237,4_Rings,0.0,0.0,,0.0
2922,1973,238,4_Rings,0.0,0.0,,0.0
2923,1973,239,4_Rings,0.0,0.0,,0.0
2924,1973,240,4_Rings,0.0,0.0,,0.0
2925,1973,241,4_Rings,0.0,0.0,,0.0
2926,1973,242,4_Rings,0.0,0.0,,0.0
2927,1973,243,4_Rings,0.0,0.0,,0.0
3049,1974,121,3_C.St,0.0,0.0,,0.0
3050,1974,122,3_C.St,0.0,0.0,,0.0
3051,1974,123,3_C.St,0.0,0.0,,0.0
3052,1974,124,3_C.St,0.0,0.0,,0.0
3053,1974,125,3_C.St,0.0,0.0,,0.0
3054,1974,126,3_C.St,0.0,0.0,,0.0
3055,1974,127,3_C.St,0.0,0.0,,0.0
3056,1974,128,3_C.St,0.0,0.0,,0.0
3057,1974,129,3_C.St,0.0,0.0,,0.0
3058,1974,130,3_C.St,0.0,0.0,,0.0
3059,1974,131,3_C.St,0.0,0.0,,0.0
3060,1974,132,3_C.St,0.0,0.0,,0.0
3061,1974,133,3_C.St,0.0,0.0,,0.0
3062,1974,134,3_C.St,0.0,0.0,,0.0
3063,1974,135,3_C.St,0.0,0.0,,0.0
3064,1974,136,3_C.St,0.0,0.0,,0.0
3065,1974,137,3_C.St,0.0,0.0,,0.0
3066,1974,138,3_C.St,0.0,0.0,,0.0
3067,1974,139,3_C.St,0.0,0.0,,0.0
3068,1974,140,3_C.St,0.0,0.0,,0.0
3069,1974,141,3_C.St,0.0,0.0,,0.0
3070,1974,142,3_C.St,0.0,0.0,,0.0
3071,1974,143,3_C.St,0.0,0.0,,0.0
3072,1974,144,3_C.St,0.0,0.0,,0.0
3073,1974,145,3_C.St,0.0,0.0,,0.0
3074,1974,146,3_C.St,0.0,0.0,,0.0
3075,1974,147,3_C.St,0.0,0.0,,0.0
3076,1974,148,3_C.St,0.0,0.0,,0.0
3077,1974,149,3_C.St,0.0,0.0,,0.0
3078,1974,150,3_C.St,0.0,0.0,,0.0
3079,1974,151,3_C.St,0.0,0.0,,0.0
3080,1974,152,3_C.St,0.0,0.0,,0.0
3081,1974,153,3_C.St,0.0,0.0,,0.0
3082,1974,154,3_C.St,0.0,0.0,,0.0
3083,1974,155,3_C.St,0.0,0.0,,0.0
3084,1974,156,3_C.St,0.0,0.0,,0.0
3085,1974,157,3_C.St,0.0,0.0,,0.0
3086,1974,158,3_C.St,0.0,0.0,,0.0
3087,1974,159,3_C.St,0.0,0.0,,0.0
3088,1974,160,3_C.St,0.0,0.0,,0.0
3089,1974,161,3_C.St,0.0,0.0,,0.0
3090,1974,162,3_C.St,0.0,0.0,,0.0
3091,1974,163,3_C.St,0.0,0.0,,0.0
3092,1974,164,3_C.St,0.0,0.0,,0.0
3093,1974,165,3_C.St,0.0,0.0,,0.0
3094,1974,166,3_C.St,0.0,0.0,,0.0
3095,1974,167,3_C.St,0.0,0.0,,0.0
3096,1974,168,3_C.St,0.0,0.0,,0.0
3097,1974,169,3_C.St,0.0,0.0,,0.0
3098,1974,170,3_C.St,0.0,0.0,,0.0
3099,1974,171,3_C.St,0.0,0.0,,0.0
3100,1974,172,3_C.St,0.0,0.0,,0.0
3101,1974,173,3_C.St,0.0,0.0,,0.0
3102,1974,174,3_C.St,0.0,0.0,,0.0
3103,1974,175,3_C.St,0.0,0.0,,0.0
3104,1974,176,3_C.St,0.0,0.0,,0.0
3105,1974,177,3_C.St,0.0,0.0,,0.0
3106,1974,178,3_C.St,0.0,0.0,,0.0
3107,1974,179,3_C.St,0.0,0.0,,0.0
3108,1974,180,3_C.St,0.0,0.0,,0.0
3109,1974,181,4_Rings,0.0,0.0,,0.0
3110,1974,182,4_Rings,0.0,0.0,,0.0
3111,1974,183,4_Rings,0.0,0.0,,0.0
3112,1974,184,4_Rings,0.0,0.0,,0.0
3113,1974,185,4_Rings,0.0,0.0,,0.0
3114,1974,186,4_Rings,0.0,0.0,,0.0
3115,1974,187,4_Rings,0.0,0.0,,0.0
3116,1974,188,4_Rings,0.0,0.0,,0.0
3117,1974,189,4_Rings,0.0,0.0,,0.0
3118,1974,190,4_Rings,0.0,0.0,,0.0
3119,1974,191,4_Rings,0.0,0.0,,0.0
3120,1974,192,4_Rings,0.0,0.0,,0.0
3121,1974,193,4_Rings,0.0,0.0,,0.0
3122,1974,194,4_Rings,0.0,0.0,,0.0
3123,1974,195,4_Rings,0.0,0.0,,0.0
3124,1974,196,4_Rings,0.0,0.0,,0.0
3125,1974,197,4_Rings,0.0,0.0,,0.0
3126,1974,198,4_Rings,0.0,0.0,,0.0
3127,1974,199,4_Rings,0.0,0.0,,0.0
3128,1974,200,4_Rings,0.0,0.0,,0.0
3129,1974,201,4_Rings,0.0,0.0,,0.0
3130,1974,202,4_Rings,0.0,0.0,,0.0
3131,1974,203,4_Rings,0.0,0.0,,0.0
3132,1974,204,4_Rings,0.0,0.0,,0.0
3133,1974,205,4_Rings,0.0,0.0,,0.0
3134,1974,206,4_Rings,0.0,0.0,,0.0
3135,1974,207,4_Rings,0.0,0.0,,0.0
3136,1974,208,4_Rings,0.0,0.0,,0.0
3137,1974,209,4_Rings,0.0,0.0,,0.0
3138,1974,210,4_Rings,0.0,0.0,,0.0
3139,1974,211,4_Rings,0.0,0.0,,0.0
3140,1974,212,4_Rings,0.0,0.0,,0.0
3141,1974,213,4_Rings,0.0,0.0,,0.0
3142,1974,214,4_Rings,0.0,0.0,,0.0
3143,1974,215,4_Rings,0.0,0.0,,0.0
3144,1974,216,4_Rings,0.0,0.0,,0.0
3145,1974,217,4_Rings,0.0,0.0,,0.0
3146,1974,218,4_Rings,0.0,0.0,,0.0
3147,1974,219,4_Rings,0.0,0.0,,0.0
3148,1974,220,4_Rings,0.0,0.0,,0.0
3149,1974,221,4_Rings,0.0,0.0,,0.0
3150,1974,222,4_Rings,0.0,0.0,,0.0
3151,1974,223,4_Rings,0.0,0.0,,0.0
3152,1974,224,4_Rings,0.0,0.0,,0.0
3153,1974,225,4_Rings,0.0,0.0,,0.0
3154,1974,226,4_Rings,0.0,0.0,,0.0
3155,1974,227,4_Rings,0.0,0.0,,0.0
3156,1974,228,4_Rings,0.0,0.0,,0.0
3157,1974,229,4_Rings,0.0,0.0,,0.0
3158,1974,230,4_Rings,0.0,0.0,,0.0
3159,1974,231,4_Rings,0.0,0.0,,0.0
3160,1974,232,4_Rings,0.0,0.0,,0.0
3161,1974,233,4_Rings,0.0,0.0,,0.0
3162,1974,234,4_Rings,0.0,0.0,,0.0
3163,1974,235,4_Rings,0.0,0.0,,0.0
3164,1974,236,4_Rings,0.0,0.0,,0.0
3165,1974,237,4_Rings,0.0,0.0,,0.0
3166,1974,238,4_Rings,0.0,0.0,,0.0
3167,1974,239,4_Rings,0.0,0.0,,0.0
3168,1974,240,4_Rings,0.0,0.0,,0.0
3169,1974,241,4_Rings,0.0,0.0,,0.0
3170,1974,242,4_Rings,0.0,0.0,,0.0
3171,1974,243,4_Rings,0.0,0.0,,0.0
3293,1975,121,3_C.St,0.0,0.0,,0.0
3294,1975,122,3_C.St,0.0,0.0,,0.0
3295,1975,123,3_C.St,0.0,0.0,,0.0
3296,1975,124,3_C.St,0.0,0.0,,0.0
3297,1975,125,3_C.St,0.0,0.0,,0.0
3298,1975,126,3_C.St,0.0,0.0,,0.0
3299,1975,127,3_C.St,0.0,0.0,,0.0
3300,1975,128,3_C.St,0.0,0.0,,0.0
3301,1975,129,3_C.St,0.0,0.0,,0.0
3302,1975,130,3_C.St,0.0,0.0,,0.0
3303,1975,131,3_C.St,0.0,0.0,,0.0
3304,1975,132,3_C.St,0.0,0.0,,0.0
3305,1975,133,3_C.St,0.0,0.0,,0.0
3306,1975,134,3_C.St,0.0,0.0,,0.0
3307,1975,135,3_C.St,0.0,0.0,,0.0
3308,1975,136,3_C.St,0.0,0.0,,0.0
3309,1975,137,3_C.St,0.0,0.0,,0.0
3310,1975,138,3_C.St,0.0,0.0,,0.0
3311,1975,139,3_C.St,0.0,0.0,,0.0
3312,1975,140,3_C.St,0.0,0.0,,0.0
3313,1975,141,3_C.St,0.0,0.0,,0.0
3314,1975,142,3_C.St,0.0,0.0,,0.0
3315,1975,143,3_C.St,0.0,0.0,,0.0
3316,1975,144,3_C.St,0.0,0.0,,0.0
3317,1975,145,3_C.St,0.0,0.0,,0.0
3318,1975,146,3_C.St,0.0,0.0,,0.0
3319,1975,147,3_C.St,0.0,0.0,,0.0
3320,1975,148,3_C.St,0.0,0.0,,0.0
3321,1975,149,3_C.St,0.0,0.0,,0.0
3322,1975,150,3_C.St,0.0,0.0,,0.0
3323,1975,151,3_C.St,0.0,0.0,,0.0
3324,1975,152,3_C.St,0.0,0.0,,0.0
3325,1975,153,3_C.St,0.0,0.0,,0.0
3326,1975,154,3_C.St,0.0,0.0,,0.0
3327,1975,155,3_C.St,0.0,0.0,,0.0
3328,1975,156,3_C.St,0.0,0.0,,0.0
3329,1975,157,3_C.St,0.0,0.0,,0.0
3330,1975,158,3_C.St,0.0,0.0,,0.0
3331,1975,159,3_C.St,0.0,0.0,,0.0
3332,1975,160,3_C.St,0.0,0.0,,0.0
3333,1975,161,3_C.St,0.0,0.0,,0.0
3334,1975,162,3_C.St,0.0,0.0,,0.0
3335,1975,163,3_C.St,0.0,0.0,,0.0
3336,1975,164,3_C.St,0.0,0.0,,0.0
3337,1975,165,3_C.St,0.0,0.0,,0.0
3338,1975,166,3_C.St,0.0,0.0,,0.0
3339,1975,167,3_C.St,0.0,0.0,,0.0
3340,1975,168,3_C.St,0.0,0.0,,0.0
3341,1975,169,3_C.St,0.0,0.0,,0.0
3342,1975,170,3_C.St,0.0,0.0,,0.0
3343,1975,171,3_C.St,0.0,0.0,,0.0
3344,1975,172,3_C.St,0.0,0.0,,0.0
3345,1975,173,3_C.St,0.0,0.0,,0.0
3346,1975,174,3_C.St,0.0,0.0,,0.0
3347,1975,175,3_C.St,0.0,0.0,,0.0
3348,1975,176,3_C.St,0.0,0.0,,0.0
3349,1975,177,3_C.St,0.0,0.0,,0.0
3350,1975,178,3_C.St,0.0,0.0,,0.0
3351,1975,179,3_C.St,0.0,0.0,,0.0
3352,1975,180,3_C.St,0.0,0.0,,0.0
3353,1975,181,4_Rings,0.0,0.0,,0.0
3354,1975,182,4_Rings,0.0,0.0,,0.0
3355,1975,183,4_Rings,0.0,0.0,,0.0
3356,1975,184,4_Rings,0.0,0.0,,0.0
3357,1975,185,4_Rings,0.0,0.0,,0.0
3358,1975,186,4_Rings,0.0,0.0,,0.0
3359,1975,187,4_Rings,0.0,0.0,,0.0
3360,1975,188,4_Rings,0.0,0.0,,0.0
3361,1975,189,4_Rings,0.0,0.0,,0.0
3362,1975,190,4_Rings,0.0,0.0,,0.0
3363,1975,191,4_Rings,0.0,0.0,,0.0
3364,1975,192,4_Rings,0.0,0.0,,0.0
3365,1975,193,4_Rings,0.0,0.0,,0.0
3366,1975,194,4_Rings,0.0,0.0,,0.0
3367,1975,195,4_Rings,0.0,0.0,,0.0
3368,1975,196,4_Rings,0.0,0.0,,0.0
3369,1975,197,4_Rings,0.0,0.0,,0.0
3370,1975,198,4_Rings,0.0,0.0,,0.0
3371,1975,199,4_Rings,0.0,0.0,,0.0
3372,1975,200,4_Rings,0.0,0.0,,0.0
3373,1975,201,4_Rings,0.0,0.0,,0.0
3374,1975,202,4_Rings,0.0,0.0,,0.0
3375,1975,203,4_Rings,0.0,0.0,,0.0
3376,1975,204,4_Rings,0.0,0.0,,0.0
3377,1975,205,4_Rings,0.0,0.0,,0.0
3378,1975,206,4_Rings,0.0,0.0,,0.0
3379,1975,207,4_Rings,0.0,0.0,,0.0
3380,1975,208,4_Rings,0.0,0.0,,0.0
3381,1975,209,4_Rings,0.0,0.0,,0.0
3382,1975,210,4_Rings,0.0,0.0,,0.0
3383,1975,211,4_Rings,0.0,0.0,,0.0
3384,1975,212,4_Rings,0.0,0.0,,0.0
3385,1975,213,4_Rings,0.0,0.0,,0.0
3386,1975,214,4_Rings,0.0,0.0,,0.0
3387,1975,215,4_Rings,0.0,0.0,,0.0
3388,1975,216,4_Rings,0.0,0.0,,0.0
3389,1975,217,4_Rings,0.0,0.0,,0.0
3390,1975,218,4_Rings,0.0,0.0,,0.0
3391,1975,219,4_Rings,0.0,0.0,,0.0
3392,1975,220,4_Rings,0.0,0.0,,0.0
3393,1975,221,4_Rings,0.0,0.0,,0.0
3394,1975,222,4_Rings,0.0,0.0,,0.0
3395,1975,223,4_Rings,0.0,0.0,,0.0
3396,1975,224,4_Rings,0.0,0.0,,0.0
3397,1975,225,4_Rings,0.0,0.0,,0.0
3398,1975,226,4_Rings,0.0,0.0,,0.0
3399,1975,227,4_Rings,0.0,0.0,,0.0
3400,1975,228,4_Rings,0.0,0.0,,0.0
3401,1975,229,4_Rings,0.0,0.0,,0.0
3402,1975,230,4_Rings,0.0,0.0,,0.0
3403,1975,231,4_Rings,0.0,0.0,,0.0
3404,1975,232,4_Rings,0.0,0.0,,0.0
3405,1975,233,4_Rings,0.0,0.0,,0.0
3406,1975,234,4_Rings,0.0,0.0,,0.0
3407,1975,235,4_Rings,0.0,0.0,,0.0
3408,1975,236,4_Rings,0.0,0.0,,0.0
3409,1975,237,4_Rings,0.0,0.0,,0.0
3410,1975,238,4_Rings,0.0,0.0,,0.0
3411,1975,239,4_Rings,0.0,0.0,,0.0
3412,1975,240,4_Rings,0.0,0.0,,0.0
3413,1975,241,4_Rings,0.0,0.0,,0.0
3414,1975,242,4_Rings,0.0,0.0,,0.0
3415,1975,243,4_Rings,0.0,0.0,,0.0
3537,1976,121,3_C.St,0.0,0.0,,0.0
3538,1976,122,3_C.St,0.0,0.0,,0.0
3539,1976,123,3_C.St,0.0,0.0,,0.0
3540,1976,124,3_C.St,0.0,0.0,,0.0
3541,1976,125,3_C.St,0.0,0.0,,0.0
3542,1976,126,3_C.St,0.0,0.0,,0.0
3543,1976,127,3_C.St,0.0,0.0,,0.0
3544,1976,128,3_C.St,0.0,0.0,,0.0
3545,1976,129,3_C.St,0.0,0.0,,0.0
3546,1976,130,3_C.St,0.0,0.0,,0.0
3547,1976,131,3_C.St,0.0,0.0,,0.0
3548,1976,132,3_C.St,0.0,0.0,,0.0
3549,1976,133,3_C.St,0.0,0.0,,0.0
3550,1976,134,3_C.St,0.0,0.0,,0.0
3551,1976,135,3_C.St,0.0,0.0,,0.0
3552,1976,136,3_C.St,0.0,0.0,,0.0
3553,1976,137,3_C.St,0.0,0.0,,0.0
3554,1976,138,3_C.St,0.0,0.0,,0.0
3555,1976,139,3_C.St,0.0,0.0,,0.0
3556,1976,140,3_C.St,0.0,0.0,,0.0
3557,1976,141,3_C.St,0.0,0.0,,0.0
3558,1976,142,3_C.St,0.0,0.0,,0.0
3559,1976,143,3_C.St,0.0,0.0,,0.0
3560,1976,144,3_C.St,0.0,0.0,,0.0
3561,1976,145,3_C.St,0.0,0.0,,0.0
3562,1976,146,3_C.St,0.0,0.0,,0.0
3563,1976,147,3_C.St,0.0,0.0,,0.0
3564,1976,148,3_C.St,0.0,0.0,,0.0
3565,1976,149,3_C.St,0.0,0.0,,0.0
3566,1976,150,3_C.St,0.0,0.0,,0.0
3567,1976,151,3_C.St,0.0,0.0,,0.0
3568,1976,152,3_C.St,0.0,0.0,,0.0
3569,1976,153,3_C.St,0.0,0.0,,0.0
3570,1976,154,3_C.St,0.0,0.0,,0.0
3571,1976,155,3_C.St,0.0,0.0,,0.0
3572,1976,156,3_C.St,0.0,0.0,,0.0
3573,1976,157,3_C.St,0.0,0.0,,0.0
3574,1976,158,3_C.St,0.0,0.0,,0.0
3575,1976,159,3_C.St,0.0,0.0,,0.0
3576,1976,160,3_C.St,0.0,0.0,,0.0
3577,1976,161,3_C.St,0.0,0.0,,0.0
3578,1976,162,3_C.St,0.0,0.0,,0.0
3579,1976,163,3_C.St,0.0,0.0,,0.0
3580,1976,164,3_C.St,0.0,0.0,,0.0
3581,1976,165,3_C.St,0.0,0.0,,0.0
3582,1976,166,3_C.St,0.0,0.0,,0.0
3583,1976,167,3_C.St,0.0,0.0,,0.0
3584,1976,168,3_C.St,0.0,0.0,,0.0
3585,1976,169,3_C.St,0.0,0.0,,0.0
3586,1976,170,3_C.St,0.0,0.0,,0.0
3587,1976,171,3_C.St,0.0,0.0,,0.0
3588,1976,172,3_C.St,0.0,0.0,,0.0
3589,1976,173,3_C.St,0.0,0.0,,0.0
3590,1976,174,3_C.St,0.0,0.0,,0.0
3591,1976,175,3_C.St,0.0,0.0,,0.0
3592,1976,176,3_C.St,0.0,0.0,,0.0
3593,1976,177,3_C.St,0.0,0.0,,0.0
3594,1976,178,3_C.St,0.0,0.0,,0.0
3595,1976,179,3_C.St,0.0,0.0,,0.0
3596,1976,180,3_C.St,0.0,0.0,,0.0
3597,1976,181,4_Rings,0.0,0.0,,0.0
3598,1976,182,4_Rings,0.0,0.0,,0.0
3599,1976,183,4_Rings,0.0,0.0,,0.0
3600,1976,184,4_Rings,0.0,0.0,,0.0
3601,1976,185,4_Rings,0.0,0.0,,0.0
3602,1976,186,4_Rings,0.0,0.0,,0.0
3603,1976,187,4_Rings,0.0,0.0,,0.0
3604,1976,188,4_Rings,0.0,0.0,,0.0
3605,1976,189,4_Rings,0.0,0.0,,0.0
3606,1976,190,4_Rings,0.0,0.0,,0.0
3607,1976,191,4_Rings,0.0,0.0,,0.0
3608,1976,192,4_Rings,0.0,0.0,,0.0
3609,1976,193,4_Rings,0.0,0.0,,0.0
