,year,led_c,x,value,sm_value,noise,nr_value
1,1962,1,1_V.St,0.0,0.0,,0.0
2,1962,2,1_V.St,0.0,0.0,,0.0
3,1962,3,1_V.St,0.0,0.0,,0.0
4,1962,4,1_V.St,0.0,0.0,,0.0
5,1962,5,1_V.St,0.0,0.0,,0.0
6,1962,6,1_V.St,0.0,0.0,,0.0
7,1962,7,1_V.St,0.0,0.0,,0.0
8,1962,8,1_V.St,0.0,0.0,,0.0
9,1962,9,1_V.St,0.0,0.0,,0.0
10,1962,10,1_V.St,0.0,0.0,,0.0
245,1963,1,1_V.St,0.0,0.0,,0.0
246,1963,2,1_V.St,0.0,0.0,,0.0
247,1963,3,1_V.St,0.0,0.0,,0.0
248,1963,4,1_V.St,0.0,0.0,,0.0
249,1963,5,1_V.St,0.0,0.0,,0.0
250,1963,6,1_V.St,0.0,0.0,,0.0
251,1963,7,1_V.St,0.0,0.0,,0.0
252,1963,8,1_V.St,0.0,0.0,,0.0
253,1963,9,1_V.St,0.0,0.0,,0.0
254,1963,10,1_V.St,0.0,0.0,,0.0
489,1964,1,1_V.St,0.0,0.0,,0.0
490,1964,2,1_V.St,0.0,0.0,,0.0
491,1964,3,1_V.St,0.0,0.0,,0.0
492,1964,4,1_V.St,0.0,0.0,,0.0
493,1964,5,1_V.St,0.0,0.0,,0.0
494,1964,6,1_V.St,0.0,0.0,,0.0
495,1964,7,1_V.St,0.0,0.0,,0.0
496,1964,8,1_V.St,0.0,0.0,,0.0
497,1964,9,1_V.St,0.0,0.0,,0.0
498,1964,10,1_V.St,0.0,0.0,,0.0
733,1965,1,1_V.St,0.0,0.0,,0.0
734,1965,2,1_V.St,0.0,0.0,,0.0
735,1965,3,1_V.St,0.0,0.0,,0.0
736,1965,4,1_V.St,0.0,0.0,,0.0
737,1965,5,1_V.St,0.0,0.0,,0.0
738,1965,6,1_V.St,0.0,0.0,,0.0
739,1965,7,1_V.St,0.0,0.0,,0.0
740,1965,8,1_V.St,0.0,0.0,,0.0
741,1965,9,1_V.St,0.0,0.0,,0.0
742,1965,10,1_V.St,0.0,0.0,,0.0
977,1966,1,1_V.St,0.0,0.0,,0.0
978,1966,2,1_V.St,0.0,0.0,,0.0
979,1966,3,1_V.St,0.0,0.0,,0.0
980,1966,4,1_V.St,0.0,0.0,,0.0
981,1966,5,1_V.St,0.0,0.0,,0.0
982,1966,6,1_V.St,0.0,0.0,,0.0
983,1966,7,1_V.St,0.0,0.0,,0.0
984,1966,8,1_V.St,0.0,0.0,,0.0
985,1966,9,1_V.St,0.0,0.0,,0.0
986,1966,10,1_V.St,0.0,0.0,,0.0
1221,1967,1,1_V.St,0.0,0.0,,0.0
1222,1967,2,1_V.St,0.0,0.0,,0.0
1223,1967,3,1_V.St,0.0,0.0,,0.0
1224,1967,4,1_V.St,0.0,0.0,,0.0
1225,1967,5,1_V.St,0.0,0.0,,0.0
1226,1967,6,1_V.St,0.0,0.0,,0.0
1227,1967,7,1_V.St,0.0,0.0,,0.0
1228,1967,8,1_V.St,0.0,0.0,,0.0
1229,1967,9,1_V.St,0.0,0.0,,0.0
1230,1967,10,1_V.St,0.0,0.0,,0.0
1465,1968,1,1_V.St,0.0,0.0,,0.0
1466,1968,2,1_V.St,0.0,0.0,,0.0
1467,1968,3,1_V.St,0.0,0.0,,0.0
1468,1968,4,1_V.St,0.0,0.0,,0.0
1469,1968,5,1_V.St,0.0,0.0,,0.0
1470,1968,6,1_V.St,0.0,0.0,,0.0
1471,1968,7,1_V.St,0.0,0.0,,0.0
1472,1968,8,1_V.St,0.0,0.0,,0.0
1473,1968,9,1_V.St,0.0,0.0,,0.0
1474,1968,10,1_V.St,0.0,0.0,,0.0
1709,1969,1,1_V.St,0.0,0.0,,0.0
1710,1969,2,1_V.St,0.0,0.0,,0.0
1711,1969,3,1_V.St,0.0,0.0,,0.0
1712,1969,4,1_V.St,0.0,0.0,,0.0
1713,1969,5,1_V.St,0.0,0.0,,0.0
1714,1969,6,1_V.St,0.0,0.0,,0.0
1715,1969,7,1_V.St,0.0,0.0,,0.0
1716,1969,8,1_V.St,0.0,0.0,,0.0
1717,1969,9,1_V.St,0.0,0.0,,0.0
1718,1969,10,1_V.St,0.0,0.0,,0.0
1953,1970,1,1_V.St,0.0,0.0,,0.0
1954,1970,2,1_V.St,0.0,0.0,,0.0
1955,1970,3,1_V.St,0.0,0.0,,0.0
1956,1970,4,1_V.St,0.0,0.0,,0.0
1957,1970,5,1_V.St,0.0,0.0,,0.0
1958,1970,6,1_V.St,0.0,0.0,,0.0
1959,1970,7,1_V.St,0.0,0.0,,0.0
1960,1970,8,1_V.St,0.0,0.0,,0.0
1961,1970,9,1_V.St,0.0,0.0,,0.0
1962,1970,10,1_V.St,0.0,0.0,,0.0
2197,1971,1,1_V.St,0.0,0.0,,0.0
2198,1971,2,1_V.St,0.0,0.0,,0.0
2199,1971,3,1_V.St,0.0,0.0,,0.0
2200,1971,4,1_V.St,0.0,0.0,,0.0
2201,1971,5,1_V.St,0.0,0.0,,0.0
2202,1971,6,1_V.St,0.0,0.0,,0.0
2203,1971,7,1_V.St,0.0,0.0,,0.0
2204,1971,8,1_V.St,0.0,0.0,,0.0
2205,1971,9,1_V.St,0.0,0.0,,0.0
2206,1971,10,1_V.St,0.0,0.0,,0.0
2441,1972,1,1_V.St,0.0,0.0,,0.0
2442,1972,2,1_V.St,0.0,0.0,,0.0
2443,1972,3,1_V.St,0.0,0.0,,0.0
2444,1972,4,1_V.St,0.0,0.0,,0.0
2445,1972,5,1_V.St,0.0,0.0,,0.0
2446,1972,6,1_V.St,0.0,0.0,,0.0
2447,1972,7,1_V.St,0.0,0.0,,0.0
2448,1972,8,1_V.St,0.0,0.0,,0.0
2449,1972,9,1_V.St,0.0,0.0,,0.0
2450,1972,10,1_V.St,0.0,0.0,,0.0
2685,1973,1,1_V.St,0.0,0.0,,0.0
2686,1973,2,1_V.St,0.0,0.0,,0.0
2687,1973,3,1_V.St,0.0,0.0,,0.0
2688,1973,4,1_V.St,0.0,0.0,,0.0
2689,1973,5,1_V.St,0.0,0.0,,0.0
2690,1973,6,1_V.St,0.0,0.0,,0.0
2691,1973,7,1_V.St,0.0,0.0,,0.0
2692,1973,8,1_V.St,0.0,0.0,,0.0
2693,1973,9,1_V.St,0.0,0.0,,0.0
2694,1973,10,1_V.St,0.0,0.0,,0.0
2929,1974,1,1_V.St,0.0,0.0,,0.0
2930,1974,2,1_V.St,0.0,0.0,,0.0
2931,1974,3,1_V.St,0.0,0.0,,0.0
2932,1974,4,1_V.St,0.0,0.0,,0.0
2933,1974,5,1_V.St,0.0,0.0,,0.0
2934,1974,6,1_V.St,0.0,0.0,,0.0
2935,1974,7,1_V.St,0.0,0.0,,0.0
2936,1974,8,1_V.St,0.0,0.0,,0.0
2937,1974,9,1_V.St,0.0,0.0,,0.0
2938,1974,10,1_V.St,0.0,0.0,,0.0
3173,1975,1,1_V.St,0.0,0.0,,0.0
3174,1975,2,1_V.St,0.0,0.0,,0.0
3175,1975,3,1_V.St,0.0,0.0,,0.0
3176,1975,4,1_V.St,0.0,0.0,,0.0
3177,1975,5,1_V.St,0.0,0.0,,0.0
3178,1975,6,1_V.St,0.0,0.0,,0.0
3179,1975,7,1_V.St,0.0,0.0,,0.0
3180,1975,8,1_V.St,0.0,0.0,,0.0
3181,1975,9,1_V.St,0.0,0.0,,0.0
3182,1975,10,1_V.St,0.0,0.0,,0.0
3417,1976,1,1_V.St,0.0,0.0,,0.0
3418,1976,2,1_V.St,0.0,0.0,,0.0
3419,1976,3,1_V.St,0.0,0.0,,0.0
3420,1976,4,1_V.St,0.0,0.0,,0.0
3421,1976,5,1_V.St,0.0,0.0,,0.0
3422,1976,6,1_V.St,0.0,0.0,,0.0
3423,1976,7,1_V.St,0.0,0.0,,0.0
3424,1976,8,1_V.St,0.0,0.0,,0.0
3425,1976,9,1_V.St,0.0,0.0,,0.0
3426,1976,10,1_V.St,0.0,0.0,,0.0
3661,1977,1,1_V.St,0.0,0.0,,0.0
3662,1977,2,1_V.St,0.0,0.0,,0.0
3663,1977,3,1_V.St,0.0,0.0,,0.0
3664,1977,4,1_V.St,0.0,0.0,,0.0
3665,1977,5,1_V.St,0.0,0.0,,0.0
3666,1977,6,1_V.St,0.0,0.0,,0.0
3667,1977,7,1_V.St,0.0,0.0,,0.0
3668,1977,8,1_V.St,0.0,0.0,,0.0
3669,1977,9,1_V.St,0.0,0.0,,0.0
3670,1977,10,1_V.St,0.0,0.0,,0.0
3905,1978,1,1_V.St,0.0,0.0,,0.0
3906,1978,2,1_V.St,0.0,0.0,,0.0
3907,1978,3,1_V.St,0.0,0.0,,0.0
3908,1978,4,1_V.St,0.0,0.0,,0.0
3909,1978,5,1_V.St,0.0,0.0,,0.0
3910,1978,6,1_V.St,0.0,0.0,,0.0
3911,1978,7,1_V.St,0.0,0.0,,0.0
3912,1978,8,1_V.St,0.0,0.0,,0.0
3913,1978,9,1_V.St,0.0,0.0,,0.0
3914,1978,10,1_V.St,0.0,0.0,,0.0
4149,1979,1,1_V.St,0.0,0.0,,0.0
4150,1979,2,1_V.St,0.0,0.0,,0.0
4151,1979,3,1_V.St,0.0,0.0,,0.0
4152,1979,4,1_V.St,0.0,0.0,,0.0
4153,1979,5,1_V.St,0.0,0.0,,0.0
4154,1979,6,1_V.St,0.0,0.0,,0.0
4155,1979,7,1_V.St,0.0,0.0,,0.0
4156,1979,8,1_V.St,0.0,0.0,,0.0
4157,1979,9,1_V.St,0.0,0.0,,0.0
4158,1979,10,1_V.St,0.0,0.0,,0.0
4393,1980,1,1_V.St,0.0,0.0,,0.0
4394,1980,2,1_V.St,0.0,0.0,,0.0
4395,1980,3,1_V.St,0.0,0.0,,0.0
4396,1980,4,1_V.St,0.0,0.0,,0.0
4397,1980,5,1_V.St,0.0,0.0,,0.0
4398,1980,6,1_V.St,0.0,0.0,,0.0
4399,1980,7,1_V.St,0.0,0.0,,0.0
4400,1980,8,1_V.St,0.0,0.0,,0.0
4401,1980,9,1_V.St,0.0,0.0,,0.0
4402,1980,10,1_V.St,0.0,0.0,,0.0
4637,1981,1,1_V.St,0.0,0.0,,0.0
4638,1981,2,1_V.St,0.0,0.0,,0.0
4639,1981,3,1_V.St,0.0,0.0,,0.0
4640,1981,4,1_V.St,0.0,0.0,,0.0
4641,1981,5,1_V.St,0.0,0.0,,0.0
4642,1981,6,1_V.St,0.0,0.0,,0.0
4643,1981,7,1_V.St,0.0,0.0,,0.0
4644,1981,8,1_V.St,0.0,0.0,,0.0
4645,1981,9,1_V.St,0.0,0.0,,0.0
4646,1981,10,1_V.St,0.0,0.0,,0.0
4881,1982,1,1_V.St,0.0,0.0,,0.0
4882,1982,2,1_V.St,0.0,0.0,,0.0
4883,1982,3,1_V.St,0.0,0.0,,0.0
4884,1982,4,1_V.St,0.0,0.0,,0.0
4885,1982,5,1_V.St,0.0,0.0,,0.0
4886,1982,6,1_V.St,0.0,0.0,,0.0
4887,1982,7,1_V.St,0.0,0.0,,0.0
4888,1982,8,1_V.St,0.0,0.0,,0.0
4889,1982,9,1_V.St,0.0,0.0,,0.0
4890,1982,10,1_V.St,0.0,0.0,,0.0
5125,1983,1,1_V.St,0.0,0.0,,0.0
5126,1983,2,1_V.St,0.0,0.0,,0.0
5127,1983,3,1_V.St,0.0,0.0,,0.0
5128,1983,4,1_V.St,0.0,0.0,,0.0
5129,1983,5,1_V.St,0.0,0.0,,0.0
5130,1983,6,1_V.St,0.0,0.0,,0.0
5131,1983,7,1_V.St,0.0,0.0,,0.0
5132,1983,8,1_V.St,0.0,0.0,,0.0
5133,1983,9,1_V.St,0.0,0.0,,0.0
5134,1983,10,1_V.St,0.0,0.0,,0.0
5369,1984,1,1_V.St,0.0,0.0,,0.0
5370,1984,2,1_V.St,0.0,0.0,,0.0
5371,1984,3,1_V.St,0.0,0.0,,0.0
5372,1984,4,1_V.St,0.0,0.0,,0.0
5373,1984,5,1_V.St,0.0,0.0,,0.0
5374,1984,6,1_V.St,0.0,0.0,,0.0
5375,1984,7,1_V.St,0.0,0.0,,0.0
5376,1984,8,1_V.St,0.0,0.0,,0.0
5377,1984,9,1_V.St,0.0,0.0,,0.0
5378,1984,10,1_V.St,0.0,0.0,,0.0
5613,1985,1,1_V.St,0.0,0.0,,0.0
5614,1985,2,1_V.St,0.0,0.0,,0.0
5615,1985,3,1_V.St,0.0,0.0,,0.0
5616,1985,4,1_V.St,0.0,0.0,,0.0
5617,1985,5,1_V.St,0.0,0.0,,0.0
5618,1985,6,1_V.St,0.0,0.0,,0.0
5619,1985,7,1_V.St,0.0,0.0,,0.0
5620,1985,8,1_V.St,0.0,0.0,,0.0
5621,1985,9,1_V.St,0.0,0.0,,0.0
5622,1985,10,1_V.St,0.0,0.0,,0.0
5857,1986,1,1_V.St,0.0,0.0,,0.0
5858,1986,2,1_V.St,0.0,0.0,,0.0
5859,1986,3,1_V.St,0.0,0.0,,0.0
5860,1986,4,1_V.St,0.0,0.0,,0.0
5861,1986,5,1_V.St,0.0,0.0,,0.0
5862,1986,6,1_V.St,0.0,0.0,,0.0
5863,1986,7,1_V.St,0.0,0.0,,0.0
5864,1986,8,1_V.St,0.0,0.0,,0.0
5865,1986,9,1_V.St,0.0,0.0,,0.0
5866,1986,10,1_V.St,0.0,0.0,,0.0
6101,1987,1,1_V.St,0.0,0.0,,0.0
6102,1987,2,1_V.St,0.0,0.0,,0.0
6103,1987,3,1_V.St,0.0,0.0,,0.0
6104,1987,4,1_V.St,0.0,0.0,,0.0
6105,1987,5,1_V.St,0.0,0.0,,0.0
6106,1987,6,1_V.St,0.0,0.0,,0.0
6107,1987,7,1_V.St,0.0,0.0,,0.0
6108,1987,8,1_V.St,0.0,0.0,,0.0
6109,1987,9,1_V.St,0.0,0.0,,0.0
6110,1987,10,1_V.St,0.0,0.0,,0.0
6345,1988,1,1_V.St,0.0,0.0,,0.0
6346,1988,2,1_V.St,0.0,0.0,,0.0
6347,1988,3,1_V.St,0.0,0.0,,0.0
6348,1988,4,1_V.St,0.0,0.0,,0.0
6349,1988,5,1_V.St,0.0,0.0,,0.0
6350,1988,6,1_V.St,0.0,0.0,,0.0
6351,1988,7,1_V.St,0.0,0.0,,0.0
6352,1988,8,1_V.St,0.0,0.0,,0.0
6353,1988,9,1_V.St,0.0,0.0,,0.0
6354,1988,10,1_V.St,0.0,0.0,,0.0
6589,1989,1,1_V.St,0.0,0.0,,0.0
6590,1989,2,1_V.St,0.0,0.0,,0.0
6591,1989,3,1_V.St,0.0,0.0,,0.0
6592,1989,4,1_V.St,0.0,0.0,,0.0
6593,1989,5,1_V.St,0.0,0.0,,0.0
6594,1989,6,1_V.St,0.0,0.0,,0.0
6595,1989,7,1_V.St,0.0,0.0,,0.0
6596,1989,8,1_V.St,0.0,0.0,,0.0
6597,1989,9,1_V.St,0.0,0.0,,0.0
6598,1989,10,1_V.St,0.0,0.0,,0.0
6833,1990,1,1_V.St,0.0,0.0,,0.0
6834,1990,2,1_V.St,0.0,0.0,,0.0
6835,1990,3,1_V.St,0.0,0.0,,0.0
6836,1990,4,1_V.St,0.0,0.0,,0.0
6837,1990,5,1_V.St,0.0,0.0,,0.0
6838,1990,6,1_V.St,0.0,0.0,,0.0
6839,1990,7,1_V.St,0.0,0.0,,0.0
6840,1990,8,1_V.St,0.0,0.0,,0.0
6841,1990,9,1_V.St,0.0,0.0,,0.0
6842,1990,10,1_V.St,0.0,0.0,,0.0
7077,1991,1,1_V.St,0.0,0.0,,0.0
7078,1991,2,1_V.St,0.0,0.0,,0.0
7079,1991,3,1_V.St,0.0,0.0,,0.0
7080,1991,4,1_V.St,0.0,0.0,,0.0
7081,1991,5,1_V.St,0.0,0.0,,0.0
7082,1991,6,1_V.St,0.0,0.0,,0.0
7083,1991,7,1_V.St,0.0,0.0,,0.0
7084,1991,8,1_V.St,0.0,0.0,,0.0
7085,1991,9,1_V.St,0.0,0.0,,0.0
7086,1991,10,1_V.St,0.0,0.0,,0.0
7321,1992,1,1_V.St,0.0,0.0,,0.0
7322,1992,2,1_V.St,0.0,0.0,,0.0
7323,1992,3,1_V.St,0.0,0.0,,0.0
7324,1992,4,1_V.St,0.0,0.0,,0.0
7325,1992,5,1_V.St,0.0,0.0,,0.0
7326,1992,6,1_V.St,0.0,0.0,,0.0
7327,1992,7,1_V.St,0.0,0.0,,0.0
7328,1992,8,1_V.St,0.0,0.0,,0.0
7329,1992,9,1_V.St,0.0,0.0,,0.0
7330,1992,10,1_V.St,0.0,0.0,,0.0
7565,1993,1,1_V.St,0.0,0.0,,0.0
7566,1993,2,1_V.St,0.0,0.0,,0.0
7567,1993,3,1_V.St,0.0,0.0,,0.0
7568,1993,4,1_V.St,0.0,0.0,,0.0
7569,1993,5,1_V.St,0.0,0.0,,0.0
7570,1993,6,1_V.St,0.0,0.0,,0.0
7571,1993,7,1_V.St,0.0,0.0,,0.0
7572,1993,8,1_V.St,0.0,0.0,,0.0
7573,1993,9,1_V.St,0.0,0.0,,0.0
7574,1993,10,1_V.St,0.0,0.0,,0.0
7809,1994,1,1_V.St,0.0,0.0,,0.0
7810,1994,2,1_V.St,0.0,0.0,,0.0
7811,1994,3,1_V.St,0.0,0.0,,0.0
7812,1994,4,1_V.St,0.0,0.0,,0.0
7813,1994,5,1_V.St,0.0,0.0,,0.0
7814,1994,6,1_V.St,0.0,0.0,,0.0
7815,1994,7,1_V.St,0.0,0.0,,0.0
7816,1994,8,1_V.St,0.0,0.0,,0.0
7817,1994,9,1_V.St,0.0,0.0,,0.0
7818,1994,10,1_V.St,0.0,0.0,,0.0
8053,1995,1,1_V.St,0.0,0.0,,0.0
8054,1995,2,1_V.St,0.0,0.0,,0.0
8055,1995,3,1_V.St,0.0,0.0,,0.0
8056,1995,4,1_V.St,0.0,0.0,,0.0
8057,1995,5,1_V.St,0.0,0.0,,0.0
8058,1995,6,1_V.St,0.0,0.0,,0.0
8059,1995,7,1_V.St,0.0,0.0,,0.0
8060,1995,8,1_V.St,0.0,0.0,,0.0
8061,1995,9,1_V.St,0.0,0.0,,0.0
8062,1995,10,1_V.St,0.0,0.0,,0.0
8297,1996,1,1_V.St,0.0,0.0,,0.0
8298,1996,2,1_V.St,0.0,0.0,,0.0
8299,1996,3,1_V.St,0.0,0.0,,0.0
8300,1996,4,1_V.St,0.0,0.0,,0.0
8301,1996,5,1_V.St,0.0,0.0,,0.0
8302,1996,6,1_V.St,0.0,0.0,,0.0
8303,1996,7,1_V.St,0.0,0.0,,0.0
8304,1996,8,1_V.St,0.0,0.0,,0.0
8305,1996,9,1_V.St,0.0,0.0,,0.0
8306,1996,10,1_V.St,0.0,0.0,,0.0
8541,1997,1,1_V.St,0.0,0.0,,0.0
8542,1997,2,1_V.St,0.0,0.0,,0.0
8543,1997,3,1_V.St,0.0,0.0,,0.0
8544,1997,4,1_V.St,0.0,0.0,,0.0
8545,1997,5,1_V.St,0.0,0.0,,0.0
8546,1997,6,1_V.St,0.0,0.0,,0.0
8547,1997,7,1_V.St,0.0,0.0,,0.0
8548,1997,8,1_V.St,0.0,0.0,,0.0
8549,1997,9,1_V.St,0.0,0.0,,0.0
8550,1997,10,1_V.St,0.0,0.0,,0.0
8785,1998,1,1_V.St,0.0,0.0,,0.0
8786,1998,2,1_V.St,0.0,0.0,,0.0
8787,1998,3,1_V.St,0.0,0.0,,0.0
8788,1998,4,1_V.St,0.0,0.0,,0.0
8789,1998,5,1_V.St,0.0,0.0,,0.0
8790,1998,6,1_V.St,0.0,0.0,,0.0
8791,1998,7,1_V.St,0.0,0.0,,0.0
8792,1998,8,1_V.St,0.0,0.0,,0.0
8793,1998,9,1_V.St,0.0,0.0,,0.0
8794,1998,10,1_V.St,0.0,0.0,,0.0
9029,1999,1,1_V.St,0.0,0.0,,0.0
9030,1999,2,1_V.St,0.0,0.0,,0.0
9031,1999,3,1_V.St,0.0,0.0,,0.0
9032,1999,4,1_V.St,0.0,0.0,,0.0
9033,1999,5,1_V.St,0.0,0.0,,0.0
9034,1999,6,1_V.St,0.0,0.0,,0.0
9035,1999,7,1_V.St,0.0,0.0,,0.0
9036,1999,8,1_V.St,0.0,0.0,,0.0
9037,1999,9,1_V.St,0.0,0.0,,0.0
9038,1999,10,1_V.St,0.0,0.0,,0.0
9273,2000,1,1_V.St,0.0,0.0,,0.0
9274,2000,2,1_V.St,0.0,0.0,,0.0
9275,2000,3,1_V.St,0.0,0.0,,0.0
9276,2000,4,1_V.St,0.0,0.0,,0.0
9277,2000,5,1_V.St,0.0,0.0,,0.0
9278,2000,6,1_V.St,0.0,0.0,,0.0
9279,2000,7,1_V.St,0.0,0.0,,0.0
9280,2000,8,1_V.St,0.0,0.0,,0.0
9281,2000,9,1_V.St,0.0,0.0,,0.0
9282,2000,10,1_V.St,0.0,0.0,,0.0
9517,2001,1,1_V.St,0.0,0.0,,0.0
9518,2001,2,1_V.St,0.0,0.0,,0.0
9519,2001,3,1_V.St,0.0,0.0,,0.0
9520,2001,4,1_V.St,0.0,0.0,,0.0
9521,2001,5,1_V.St,0.0,0.0,,0.0
9522,2001,6,1_V.St,0.0,0.0,,0.0
9523,2001,7,1_V.St,0.0,0.0,,0.0
9524,2001,8,1_V.St,0.0,0.0,,0.0
9525,2001,9,1_V.St,0.0,0.0,,0.0
9526,2001,10,1_V.St,0.0,0.0,,0.0
9761,2002,1,1_V.St,0.0,0.0,,0.0
9762,2002,2,1_V.St,0.0,0.0,,0.0
9763,2002,3,1_V.St,0.0,0.0,,0.0
9764,2002,4,1_V.St,0.0,0.0,,0.0
9765,2002,5,1_V.St,0.0,0.0,,0.0
9766,2002,6,1_V.St,0.0,0.0,,0.0
9767,2002,7,1_V.St,0.0,0.0,,0.0
9768,2002,8,1_V.St,0.0,0.0,,0.0
9769,2002,9,1_V.St,0.0,0.0,,0.0
9770,2002,10,1_V.St,0.0,0.0,,0.0
10005,2003,1,1_V.St,0.0,0.0,,0.0
10006,2003,2,1_V.St,0.0,0.0,,0.0
10007,2003,3,1_V.St,0.0,0.0,,0.0
10008,2003,4,1_V.St,0.0,0.0,,0.0
10009,2003,5,1_V.St,0.0,0.0,,0.0
10010,2003,6,1_V.St,0.0,0.0,,0.0
10011,2003,7,1_V.St,0.0,0.0,,0.0
10012,2003,8,1_V.St,0.0,0.0,,0.0
10013,2003,9,1_V.St,0.0,0.0,,0.0
10014,2003,10,1_V.St,0.0,0.0,,0.0
10249,2004,1,1_V.St,0.0,0.0,,0.0
10250,2004,2,1_V.St,0.0,0.0,,0.0
10251,2004,3,1_V.St,0.0,0.0,,0.0
10252,2004,4,1_V.St,0.0,0.0,,0.0
10253,2004,5,1_V.St,0.0,0.0,,0.0
10254,2004,6,1_V.St,0.0,0.0,,0.0
10255,2004,7,1_V.St,0.0,0.0,,0.0
10256,2004,8,1_V.St,0.0,0.0,,0.0
10257,2004,9,1_V.St,0.0,0.0,,0.0
10258,2004,10,1_V.St,0.0,0.0,,0.0
10493,2005,1,1_V.St,0.0,0.0,,0.0
10494,2005,2,1_V.St,0.0,0.0,,0.0
10495,2005,3,1_V.St,0.0,0.0,,0.0
10496,2005,4,1_V.St,0.0,0.0,,0.0
10497,2005,5,1_V.St,0.0,0.0,,0.0
10498,2005,6,1_V.St,0.0,0.0,,0.0
10499,2005,7,1_V.St,0.0,0.0,,0.0
10500,2005,8,1_V.St,0.0,0.0,,0.0
10501,2005,9,1_V.St,0.0,0.0,,0.0
10502,2005,10,1_V.St,0.0,0.0,,0.0
10737,2006,1,1_V.St,0.0,0.0,,0.0
10738,2006,2,1_V.St,0.0,0.0,,0.0
10739,2006,3,1_V.St,0.0,0.0,,0.0
10740,2006,4,1_V.St,0.0,0.0,,0.0
10741,2006,5,1_V.St,0.0,0.0,,0.0
10742,2006,6,1_V.St,0.0,0.0,,0.0
10743,2006,7,1_V.St,0.0,0.0,,0.0
10744,2006,8,1_V.St,0.0,0.0,,0.0
10745,2006,9,1_V.St,0.0,0.0,,0.0
10746,2006,10,1_V.St,0.0,0.0,,0.0
10981,2007,1,1_V.St,0.0,0.0,,0.0
10982,2007,2,1_V.St,0.0,0.0,,0.0
10983,2007,3,1_V.St,0.0,0.0,,0.0
10984,2007,4,1_V.St,0.0,0.0,,0.0
10985,2007,5,1_V.St,0.0,0.0,,0.0
10986,2007,6,1_V.St,0.0,0.0,,0.0
10987,2007,7,1_V.St,0.0,0.0,,0.0
10988,2007,8,1_V.St,0.0,0.0,,0.0
10989,2007,9,1_V.St,0.0,0.0,,0.0
10990,2007,10,1_V.St,0.0,0.0,,0.0
11225,2008,1,1_V.St,0.0,0.0,,0.0
11226,2008,2,1_V.St,0.0,0.0,,0.0
11227,2008,3,1_V.St,0.0,0.0,,0.0
11228,2008,4,1_V.St,0.0,0.0,,0.0
11229,2008,5,1_V.St,0.0,0.0,,0.0
11230,2008,6,1_V.St,0.0,0.0,,0.0
11231,2008,7,1_V.St,0.0,0.0,,0.0
11232,2008,8,1_V.St,0.0,0.0,,0.0
11233,2008,9,1_V.St,0.0,0.0,,0.0
11234,2008,10,1_V.St,0.0,0.0,,0.0
11469,2009,1,1_V.St,0.0,0.0,,0.0
11470,2009,2,1_V.St,0.0,0.0,,0.0
11471,2009,3,1_V.St,0.0,0.0,,0.0
11472,2009,4,1_V.St,0.0,0.0,,0.0
11473,2009,5,1_V.St,0.0,0.0,,0.0
11474,2009,6,1_V.St,0.0,0.0,,0.0
11475,2009,7,1_V.St,0.0,0.0,,0.0
11476,2009,8,1_V.St,0.0,0.0,,0.0
11477,2009,9,1_V.St,0.0,0.0,,0.0
11478,2009,10,1_V.St,0.0,0.0,,0.0
11713,2010,1,1_V.St,0.0,0.0,,0.0
11714,2010,2,1_V.St,0.0,0.0,,0.0
11715,2010,3,1_V.St,0.0,0.0,,0.0
11716,2010,4,1_V.St,0.0,0.0,,0.0
11717,2010,5,1_V.St,0.0,0.0,,0.0
11718,2010,6,1_V.St,0.0,0.0,,0.0
11719,2010,7,1_V.St,0.0,0.0,,0.0
11720,2010,8,1_V.St,0.0,0.0,,0.0
11721,2010,9,1_V.St,0.0,0.0,,0.0
11722,2010,10,1_V.St,0.0,0.0,,0.0
11957,2011,1,1_V.St,0.0,0.0,,0.0
11958,2011,2,1_V.St,0.0,0.0,,0.0
11959,2011,3,1_V.St,0.0,0.0,,0.0
11960,2011,4,1_V.St,0.0,0.0,,0.0
11961,2011,5,1_V.St,0.0,0.0,,0.0
11962,2011,6,1_V.St,0.0,0.0,,0.0
11963,2011,7,1_V.St,0.0,0.0,,0.0
11964,2011,8,1_V.St,0.0,0.0,,0.0
11965,2011,9,1_V.St,0.0,0.0,,0.0
11966,2011,10,1_V.St,0.0,0.0,,0.0
12201,2012,1,1_V.St,0.0,0.0,,0.0
12202,2012,2,1_V.St,0.0,0.0,,0.0
12203,2012,3,1_V.St,0.0,0.0,,0.0
12204,2012,4,1_V.St,0.0,0.0,,0.0
12205,2012,5,1_V.St,0.0,0.0,,0.0
12206,2012,6,1_V.St,0.0,0.0,,0.0
12207,2012,7,1_V.St,0.0,0.0,,0.0
12208,2012,8,1_V.St,0.0,0.0,,0.0
12209,2012,9,1_V.St,0.0,0.0,,0.0
12210,2012,10,1_V.St,0.0,0.0,,0.0
12445,2013,1,1_V.St,0.0,0.0,,0.0
12446,2013,2,1_V.St,0.0,0.0,,0.0
12447,2013,3,1_V.St,0.0,0.0,,0.0
12448,2013,4,1_V.St,0.0,0.0,,0.0
12449,2013,5,1_V.St,0.0,0.0,,0.0
12450,2013,6,1_V.St,0.0,0.0,,0.0
12451,2013,7,1_V.St,0.0,0.0,,0.0
12452,2013,8,1_V.St,0.0,0.0,,0.0
12453,2013,9,1_V.St,0.0,0.0,,0.0
